hashed_sequence_key,source,retrieval_label,heavy_length_bin,light_length_bin,total_length_bin,has_light,matching_bin,split,retrieval_score
2fed915fb678d32f4d97aa9c2a407d36c8bcd96ac3853c01f32224f98f7097b9,project_record,1,115,110,220,True,115|110|220|True,test,0.9506655734971737
981a73eec31c76539071f53a63df1526cd07881857533a033de738dbf9990171,project_record,1,120,110,230,True,120|110|230|True,test,0.9498650727914156
30f2818b5dc7ba68be5b25c1ebeb0bedbdc0d3233b2a726d651c8ea759d57928,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.04266157576478355
aebd3b97d9b8570ffedfc555787a554f20fb592c0b3a8089297120b3279e1a12,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.002978120616579805
d1b30e9fb15683332cf45121550a383f195808b450dfcbf0d22ff82341ac8d08,oas_unknown_target_background,0,110,105,220,True,110|105|220|True,test,0.0649014632189219
b13ac1d685d61fba9553ff4fcdf1c3ae085ebc6826f400a9e10c129e88aea0c0,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.023519105814573327
f0dbf252af502f4170407df9aad659cb04e2f2b46a12a80eba4d07cb05d40884,project_record,1,120,110,230,True,120|110|230|True,test,0.8036912666073043
b125ef23203b44c9930a3648acd8cbe13b233f702a102bf08eff47c6b16c88d9,project_record,1,120,105,220,True,120|105|220|True,test,0.9634902440069322
c6b43db99718b66db920d1a35852fb6b1dd10ef9226fcaa48265ecc31dfd3490,project_record,1,115,110,230,True,115|110|230|True,test,0.9640226846692923
f9db5fa844a9f9423df618fa5e43a5603ab4ca07616f697a3d6e48783ee266eb,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.05586409080085332
b0d326adba7dff020b59dd82c8a69f542a915e1244a0798e05b19309cbddf35b,oas_unknown_target_background,0,115,110,230,True,115|110|230|True,test,0.019940700348131595
130d8d18f7de99b02cd8ab8b5644f9ba27dce513a673d3557487f888a6e73220,project_record,1,120,105,220,True,120|105|220|True,test,0.8141760060268501
c814e85d2c2834737b66246497d34008af21947e98f32d174380784ed5f42361,project_record,1,120,110,230,True,120|110|230|True,test,0.9174192718307012
575f607fc57e6d54368632429a84ab8106dff83be807827eb6e88febf6d316d4,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.02158793371878064
612a901c59f96c4e56b05e848631fb08a2d2048471ac8394f85e3433356d1653,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.024095222652229496
3ea761499d9a6b3034b5549edb580668d28e1c6c42995776192a495c963c1cc2,project_record,1,115,105,220,True,115|105|220|True,test,0.9672318531618325
2bc7da35857f9492e710180f5006202a1d83d1e3e41cb5aeec06b28aa237ddad,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.057996291855565596
131542c3005722f1e63757c05bef1d8f61cf69305df022a6f1f89cd1644f1ea5,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.01699185549507017
d9c81e2334c8ee87c30417ff915910b4482e6a1c94b53b8f9cde9be033f37e18,project_record,1,120,110,230,True,120|110|230|True,test,0.9600960392467592
c0f54c26ba52109d4cf3c7b808fb9566b909d93d0f1a07f3657780340fb51bb4,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.0383574687749585
150ceea18c8c036b15a3579dd09609aca5f057ee65490837d975fbb27f996154,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.016978764960170645
258e91bb3069455af3f1d9c48bef1ed6f9fa04b87bce30e5c7f427d625ce7173,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.04514646615114181
f9edf6321808ef927c9bc784e441117b9c2ed20faccde64ed4c18fe4171c80d7,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.025876461731545577
6da8aa37f78cb507fb3c99beec6a4f9c78070b1f4fc661fe0c3d87eec44e83ed,project_record,1,120,105,220,True,120|105|220|True,test,0.9641888399326458
f78fb8a78ef16c468af9d012473c29b9983675a8456083c8f10295229cd61a21,project_record,1,125,105,230,True,125|105|230|True,test,0.9515869152193951
f10a1866a49bbdeb6c6490a4230581cd46b5cd201d2fd1dd1e13f28a4ff1b614,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.09256416056800254
a9f470f833c8b89e518825a5b5c3f1019c08889e7235c150a1636dfd386b6350,oas_unknown_target_background,0,130,110,240,True,130|110|240|True,test,0.025936921490131614
70e95e9104d9ffdcb360877b19030117cf3dc5d2128224bb913f836c37e0b9c0,project_record,1,115,105,220,True,115|105|220|True,test,0.9910642712460326
71c7994f8e9db006b86c0485a282588d5644f920c0a29c268b07251eb50acaff,project_record,1,115,110,230,True,115|110|230|True,test,0.9877376271737272
233c12c265bb30e60e801d735d34a462e47299b254bc24e6fc2915b4ec2eb5b8,project_record,1,115,105,220,True,115|105|220|True,test,0.9573675014241382
11c0c74dfa2d2e75bb9d44d4232c2c7ac9c73ec047afd6e41639248b2e05762f,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.03181382578000407
101581087fc6298439c8e346b6d447a2849d0237b1744c437b8429c658abd1b2,project_record,1,120,105,220,True,120|105|220|True,test,0.9229411721744128
064ef1d2dcb61e86189103059f921b5be0ef4dee92e78375a72f1d904e12d56d,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.056546839715343446
c59b7fb01520427b3d73a9255ccee86ba9584afec1854e0201dc2d1e0c7970da,project_record,1,120,105,220,True,120|105|220|True,test,0.9702632374131364
8f3dfba9b2091daf9cb724235c167dd1747bc77f93d2122a20db3a731a5c7cf2,oas_unknown_target_background,0,125,110,230,True,125|110|230|True,test,0.018718556343013063
df9b1cee2f1463e79c8d5bf0f99427e67a6edd400ef29aa5b4b4d4e355c82ceb,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.05782667539506381
a8c9958e082c7997a3e2a93d9676e072ffb9ab0c2f9c01d81e205541dcb06be4,project_record,1,120,105,230,True,120|105|230|True,test,0.9605502000431547
c066151451043300d74808885b70f3ceaf1c3076810e6bae0f1053b265242653,project_record,1,125,105,230,True,125|105|230|True,test,0.7539364062042356
d90b4fb38662369f30b5084d6a797adbf7e7af47c36a649289eb7a6d7bfa29a7,project_record,1,125,105,230,True,125|105|230|True,test,0.9870079273819189
cd65bcda57bd0f7e050bfe3193ec524bf3882a6a04bc717d0ac84c9403a55231,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.007219035908581182
1fafa30afde02c4e7e3a2a7849894dfc745198987127fa2a3eaa017c51bcd9c2,project_record,1,120,105,220,True,120|105|220|True,test,0.9527700737619706
80d8dd9926590277bc286454c3acbec0e315bda7fc970bd499eb5d896866a7fa,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.021517941262351983
e3df1bf116717c275ecd523ca59cdcf944e6c769a10f229350eda785501b198d,project_record,1,115,110,220,True,115|110|220|True,test,0.9871855389329637
523b7f4aaac31e57e3fccd07dcc13c8f5f0949dbe6d047450a0528ff13413db4,oas_unknown_target_background,0,115,110,220,True,115|110|220|True,test,0.05422343184172577
a8cdfaccafd56f2dac1242cb87c84f7707fc761cf99953809c8d41f7ff2a7c21,project_record,1,120,105,220,True,120|105|220|True,test,0.9532078875743955
0ee469c13e11530755777a52fe80f818a2071f53dd8ff99ce8fc5eb2bc8f087a,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.013508970027421787
aeedcdff1827c0f8ffa067a9e50c2ae6941cbe2b3b7f579764d5a96b0a60c37a,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.0212189673117242
30d26755f68b7f6d0571e24ea327602c97830465efbf4b2726c2493fa094a191,project_record,1,125,110,240,True,125|110|240|True,test,0.6220444268795632
76c698fbb481f28b381d894b8b652ae88df8509716cf26f89a12df6cf9794489,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.03327641737668225
35b7497c55ab286fa2e6ff7fca3fba0d4fbea0175a9cb88b32faa93c96ff088e,project_record,1,125,105,230,True,125|105|230|True,test,0.9736339798481566
b60f0488b60e4b3b0389e144e5fcfd44f6af496378aebd0bc44af93e030f492b,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.1072467859384914
4960d30927bef5287dbc506fb913827f203b2ac52e6cc4f951729fb7b28278e9,project_record,1,120,105,220,True,120|105|220|True,test,0.900353628635641
452f220e24de0e5aa4dd2ad1ab788f7b5ac81f33d0115a2ad038b0ef8bf5b820,project_record,1,120,105,230,True,120|105|230|True,test,0.9645909562274331
4cf759dca8bfc9251d1d783758091bb859cd8412b457fc1e0175bdda80494943,project_record,1,125,105,230,True,125|105|230|True,test,0.9811805889724754
d3037980eb375637073c0d64bdf3bffaf8f93c80f2192deb4261a5147f6f98e5,project_record,1,125,105,230,True,125|105|230|True,test,0.8101009301245015
6d58d26a235073c502bff9754d565452caeaef336ece3154e1a4580bf92abad2,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.005834255628165477
d934d516c96106b0fbabc4d02ef88770841a516f2017db90ef8383452d5767bc,project_record,1,120,105,220,True,120|105|220|True,test,0.9207012860017373
927ae26b8fea60b6477c1282c04f2718fec18626cb72b3c4414cf51840ee64f9,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.019573773912218418
95f4a962d58a7dc0531f85e1187001cb912db1c161e66cb643f855b0d7eac7a1,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.6774047113525137
58f41359dec9297bf11f2ee40280c2cd181eb2d7961b367beb9b41180eaf9643,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.017902848333616113
5e893e3e4870da071bed605536934a502aafcb35e19fb780971ec77563964a51,project_record,1,120,105,230,True,120|105|230|True,test,0.8859991304752443
f6f3ede6f8d6f3488ad58a87bfd157731b7415b5b851db99f1f442d5039cd780,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.04789413097830832
392143764593e8af8303d616ee6195f1f0e0b8d1533da610d5977d6ff7bc8d53,project_record,1,125,105,230,True,125|105|230|True,test,0.9878950798724776
6e5844b7d1e15bc15589dbe83bf4aafd5462994665b5b654054228c7cc15b7a7,project_record,1,115,105,220,True,115|105|220|True,test,0.9801978865444432
2ed483644b85d2c8cecb0d98fa45733511506edf8487f73f78f40236793fceac,project_record,1,120,110,230,True,120|110|230|True,test,0.9586742252142918
b3bc6fd5aed62c4b455154db8fa172e61c8f6ae678bde2469e5c7130d18cba50,project_record,1,120,110,230,True,120|110|230|True,test,0.89428049944554
c5e7171c671c9eb24fcb386606d1a10d3984ec560a13d62605bd5b8627afc803,project_record,1,120,105,230,True,120|105|230|True,test,0.935832159944426
d4d2417c04100bc5eecdf9f0d5c16f50ad1ae4babbbb8ab403d046074ff6c875,project_record,1,120,105,230,True,120|105|230|True,test,0.980390177803939
2683153b83a434f8302858b61e6cfba9d17cb9603f697980c4e8525ec0e8896f,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.023385230398932907
b6a7637ba7ad181184864b8452ad565c12b144fb38a0bbff540b40c47c1a7ff3,project_record,1,120,110,230,True,120|110|230|True,test,0.5573265517893283
438a262a2280b34733388e0875b444a6d68ddddc20da981ac3770d9321b3ff21,project_record,1,120,110,230,True,120|110|230|True,test,0.4452630540638787
6a9bba68aeaa479d28b3b7a813a256b9a8c4498d19b6dceff75494b41c5a8109,project_record,1,120,105,220,True,120|105|220|True,test,0.9425958360975041
8d753a1bbb7e6d9a6744bdfdcb6dfcb4d3945ef8b8b79b595081041b7817570b,project_record,1,115,105,220,True,115|105|220|True,test,0.14575064560711395
a12935b77bc5979c1218bc744c1eb427d56055b70aa44c544e3a9f381cf2b34f,project_record,1,120,110,230,True,120|110|230|True,test,0.9047808592968133
7725b1a2f8d51c2b9988f7174c431e23876db6939cdb4ea9997aa14cf2a51998,project_record,1,110,110,220,True,110|110|220|True,test,0.9319795206662924
5ba9f5777a3987cbb15a1e45ff54ac920fad6ade0f39da326a50ce32e5016ccb,project_record,1,120,110,230,True,120|110|230|True,test,0.9298994917729471
f443afe1bb109bb0e5c8995f30d146f4f3bb8afef2d49f32b382d2d245cba3e3,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.012115901730024178
c36ec774b9db7e528f16199b93b7346c1dc81925b3a7c0a30eb2ff53da322680,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.015332194706017172
43506a42943197ccfe54fa13b5486beda314109152f190af3fb46ffc60c956b3,project_record,1,115,105,220,True,115|105|220|True,test,0.9809408349781864
0d3f0324520ac54557833971534a729c4a52fdee26c7a1b16c6338516c9844ec,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.007832591338175593
630a81c9499a8fe9eb29c8a83aac3b91aa4f350805ba8fd8a1d11554c24cd7d0,project_record,1,120,105,220,True,120|105|220|True,test,0.9727876517163229
9437aadcf660ba9ac3d52f940521a8e568ca28ad2cf22632afef7f6fe61c608c,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.047056307472459015
dc9050d640d6fcfe95ec007b7e887debf6b3d75098a8a476c7f7793c5920cab2,project_record,1,120,105,220,True,120|105|220|True,test,0.9769497461337037
6d96d19dbd4ba189f8d6c1502d288a2418c4610ebd06c146ffb8537b3268abca,project_record,1,120,110,230,True,120|110|230|True,test,0.9560688448364644
1c7ae1e544cc8c89de7ef87ef3e78821c046ec98abb1842f2a47ec5a96b2461e,project_record,1,125,105,230,True,125|105|230|True,test,0.9150767690943576
138ddb76df05ea4975b0f8e1ac03a7c3363811e67e24e16f0aa8c21dbb59ffc2,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.0073099937504276565
7e199b2060cfa7dded8cfcca6c38488a0824f583eae3548f15583139108a7c90,project_record,1,120,110,230,True,120|110|230|True,test,0.9816650070170181
9780d696c2cb878170b8862ca174f5f8458fd109052dcddd5a909fb14082e661,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.08855125275840044
4ff875aa991f8e99e2dc22ef3f0e6069415e02d6684b1ebe2c7bddd37d7b0ea5,project_record,1,115,110,230,True,115|110|230|True,test,0.9306133345843265
4624c7426b43a29add6630cd46f739cbc6c5b534a6c36cf048880974a37d26eb,project_record,1,120,105,230,True,120|105|230|True,test,0.919489639476646
fb13edc39bd991716ae6ef2ddb9e1168c813e148008319b0ceeaa96b57bbc6c6,project_record,1,115,105,220,True,115|105|220|True,test,0.9580190213550238
0bf2203e70cf64b219950448ad504caed5ae49d1b49ad73d3eeb470ee6ccd29d,project_record,1,120,105,230,True,120|105|230|True,test,0.9048933271456923
cdcbf45297e6a35f4f2f37368981d89720b18c893d3ef081604a6863751ee8de,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.026952492661492928
a96489e34e0cff13b07f573679a17fbce035dcc9255a9e40503c9a411105b15c,project_record,1,120,105,220,True,120|105|220|True,test,0.966674138803698
6f43f1fb4eddb5166c0df6d7e25276c031947043286e50d60a8942f7a90aeb3e,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.013676481058131658
fa200a270f8c257ad3b3f3989b986b13b0b8de99d8052dd0634681efca621a90,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.044064938563903436
7d62510db9cf591f3cfc1f3a9a3707b1ff20d186af005270f08ab9d9739deebe,project_record,1,120,105,230,True,120|105|230|True,test,0.9620497477269097
ba189b04dc65bae24d296badd17be7d0825686464c350824e2b8d566bfe3f120,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.03757031227536714
0742f6e61cc50413a6b0e8c7257db7409b934e8f322467e38364b0c1c32db8e6,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.020052914649048237
612fbe9e37b3a109f832fb6b66ee2def5332abf78cdffae20bdb1886749f0f69,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.02673098816661354
f7410367a58f81e214283b7822373ef624ba1a947fcb9d27e5c5dc3ec147c284,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.021021353127600242
d010ff2c3e00b9d4a1379b97f4de7e34a4b669b47a1d0c92c4ae9cadd9f049e5,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.06854340410647623
6b2293843899d72d463361e59c6f7199512ec3ced38d5039f117600105c42cce,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.05825663133685716
d1a6fb6bf262c1021939422797e10ee6faeada766545b3d7761fdce99acc7818,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.11572318897712762
d9d6813eea514061d4ca4f267cf0ea71072c52a74f208b3ebbb0a6c5dc90c94c,project_record,1,120,105,220,True,120|105|220|True,test,0.9603905762046475
4f4fec84bd4324b9bfb3060c2387dc5e9e57056299a98fe811b1c80ee395cc0a,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.3550217689741158
731eff83ac44d5f08d759bd94aa02a9125bd1c77156924e0ee250de85458d2dc,oas_unknown_target_background,0,115,110,220,True,115|110|220|True,test,0.020150887124304986
b4634cb8244594eb14d1237a185e7f0f5979b146d137abc65aaabaa473941cb3,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.016324767765487542
fdfc0066d4be157730e3b346a704802f16e74d452078fded5d59b44a0857a11f,project_record,1,125,105,230,True,125|105|230|True,test,0.959192430280827
ab1ad52f7d5625fdc001b91daddee49c108190cdf62d4390df8a257fb4d328be,project_record,1,120,110,230,True,120|110|230|True,test,0.9705921233858468
788c283dbab51c9c8929faaaacd0f2fab9305228d42db7b7a6edfa5fdfc1d32f,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.018593181334424263
12ca61abeb54b0bbd9725fc9f3a5eeaa4e65c8e18014a3aa3de1d24d4683dc65,project_record,1,120,105,220,True,120|105|220|True,test,0.961447672670605
18e7034bacba7cad0ce12c9644de01e8a09c18f417c8940b5cdd67953f7c47e3,project_record,1,120,105,220,True,120|105|220|True,test,0.9454422783355682
15e86d6e021c40fafdba1d17350e430f39f15219b56cf1b0cb2622664061e810,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.047198525587874816
8ebfdd90661b7963f13ca40f44d29ff0ef9ef1eb0d0abf4b92a7787b5d368b8d,project_record,1,115,105,220,True,115|105|220|True,test,0.07998805274498204
b1ba6e2df5bbb339e6507fc44ced19854de7aef96f874949bf31e170ae55643e,project_record,1,115,110,220,True,115|110|220|True,test,0.9494092563353328
466518fc9dd383f3364814044ac915dde85e46552b3eb8bfa00980a92880376f,project_record,1,120,105,220,True,120|105|220|True,test,0.8176110436814472
e7fd64762097dab0594a7b1fc21aa51d6c335cb47e802c232a111fd462dc0c00,project_record,1,115,105,220,True,115|105|220|True,test,0.9764315586645239
a1eb53d068468fe5c99ef2db9f9a15133606ed26f3109711f19fe70143d2461d,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.04598030789191051
d907ccf79affca13688f2680740c57a31b71e881081132929b81dc240fb8b736,project_record,1,115,115,230,True,115|115|230|True,test,0.9283946822663172
35a1d40e5b74f38e39031834022dd8c39576e46b0ba6c51a68d8a2bd3930e095,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.06329917811174628
e49422731f70a9dcc858586831ec83b08cb9deea3b3f05cb4aa0251d423a1186,project_record,1,115,110,220,True,115|110|220|True,test,0.9556868785080027
d83c46365af2e4313513af02ab10b91b01e2711ba592fa51f961f61dc6484ab2,project_record,1,120,110,230,True,120|110|230|True,test,0.9523498952089435
9638c130e79d5a243520bf04522bbf9987d6280211738170ed9062fdc768a089,project_record,1,120,105,220,True,120|105|220|True,test,0.9699338883193479
e64313019c828ca5b69afdb3f130dcaa2baad4871dc4e112ad2e728edee57b6b,project_record,1,120,110,230,True,120|110|230|True,test,0.9424478953980917
b52cc198847aec1291a53bfae536f0d23ec33fe64b4b8ce8900a0ff30fea1f2f,oas_unknown_target_background,0,130,105,240,True,130|105|240|True,test,0.7836549704077815
3b41cf7558e1824f35b198a7dcc8023934c8b1b72693bd0c6ef8a59a2658fc81,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.036384941235679424
3147a315cdc0b370b00df8cd9f7231ebf68f033633e42c02bf00572c81cd3e55,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.03383778817947442
ca6f70755a6099309603b894bf080b1207a4fe88c328786d715265212ca5c958,project_record,1,120,105,220,True,120|105|220|True,test,0.974700681945396
44a3c0f5d7b71f8ba61a89ed8ce4a57c5fef4d9d176d9e69e5d07a3b72b72032,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.013932594168955183
9ed91f1aa5271aa0b61146b8fbc807509958bd8497e36f52b4d714cb82d20618,project_record,1,115,105,220,True,115|105|220|True,test,0.9163096206041668
99b56ad2422094acedd985a8127698465f88780297144e1a13e3e650ca5c12eb,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.03124327270397868
1fad07f34e1ce75430af2e8c6e52ff8aa781d98165c46b369d5fff43197d46cf,project_record,1,115,105,220,True,115|105|220|True,test,0.9582242063523265
612ee5ad5756c3e921039d26595959823ffd90936caedb80025bbade6dfe0b27,project_record,1,125,105,230,True,125|105|230|True,test,0.9786020199971479
513db68b0297f409b48f6c1b6f8d8e616793626a711ffc0870fe6b7b78d6ead7,project_record,1,120,100,220,True,120|100|220|True,test,0.9746607349202977
9c4532dfa7d592bdb5aed5915bc4b06d24d5d49f93fb405a26bc87a0581377d0,project_record,1,125,105,230,True,125|105|230|True,test,0.9623703227978365
0d872d99e7807a654070bc54b6e51e42a298ee445819ca13273d904caca2dd70,project_record,1,120,105,230,True,120|105|230|True,test,0.9515842309723707
26bc32eeebfeca1e442cfb73fada7c8f61742475d94ca98e18242be7caf519af,project_record,1,120,105,220,True,120|105|220|True,test,0.8947673532647256
b603f8e8662b0d12b4e1cbef2050e1b545af8e8ae99416e9cd596dc7e7c321ea,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.009759102663222689
c8bed34154ce16684d795acdbfdee31827953d0b3a0355d6ab8832e0ec226949,project_record,1,115,105,220,True,115|105|220|True,test,0.9665816601622603
3581493568e62b9fd27dcd0627d10b752c3d350fffccc40b51aefcd21c4f071f,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.11786578325459587
6cbac57339f0f0f7a120fda7c333b6132eb61615625994e915a2a4bc4a00abc8,project_record,1,120,105,220,True,120|105|220|True,test,0.8510257612807868
a47fae726c7d6aaf1dd2006a6371a100d9d987df4079ba132285b8bf304d85d5,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.0846756483663002
99b4051fc2657cf6d5672554ac34694db60c33790f455f1e20159db695be4ccb,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.1651414237531235
9037508b5c652270989ca40f3beafd71f1373b4c516e96a39a874f0b5870935f,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.01568591643000519
1ab3ca109b3f4ff1f75d0056d178639d2d637edf6e3514268f9b936bfa963726,oas_unknown_target_background,0,120,105,230,True,120|105|230|True,test,0.015396106163723788
be35422c51897084088d00f75dd7492ac31803299e68fc6abf9f2e1bee609421,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.7488815747871191
bb34afd7a51fce3f34852e337d2eceb0323d58b8921d79e5f5210e7ea6dea6e4,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.03883694767418563
92d78d8cb7fc828534957606037096aa6aa6abaaffe5004952d7980116ba6ad8,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.024212374693549858
7a9d08c87384807a6fd1f8704134b995cdd619d17164684dbee6f9fd24fad87e,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.01918768582681992
9d833c9b68fb5fa5caf4ad273d948a1a85c647d5e0b38247cad29627a621c4fb,oas_unknown_target_background,0,120,105,220,True,120|105|220|True,test,0.01273501424306539
661040860de32dd329c590d43c0dd63f4ff1c515d55f429482e60bb48c909a75,project_record,1,125,105,230,True,125|105|230|True,test,0.965410517760126
2ebf003e20b5eea7076cad79b74432886dc0ec8560d74e41ab1860899e14e023,oas_unknown_target_background,0,125,105,230,True,125|105|230|True,test,0.017696323491287583
fa21fe50ed6c8e10d7e39e0158091f48f4dfd81acc5db28aa67abbbaa085df44,oas_unknown_target_background,0,120,110,230,True,120|110|230|True,test,0.048728509530518646
c8fb7c4065f6a6ce24d9eb221cd12b0318b3f5fa35cba80126657572ac2c8461,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.06602628225316126
3cf587e9007505f574587411ad9f260ceffba2d99c9e58b1015983b8b6dfa901,project_record,1,120,110,230,True,120|110|230|True,test,0.9768069975535966
df769de27172c0d2ed804b43fd955e9c84a515edcc215ad098eec28a744decee,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.05912623524447997
0c0aa6998133feb616007554ccd615b054a48aff1174e2e45b9fc43f0c82a8a9,project_record,1,120,105,220,True,120|105|220|True,test,0.9348067728312001
cbcda705d0ae9ba025caff7e6b3c273585dae5a58dac3eb3e778d638221534ff,project_record,1,125,105,230,True,125|105|230|True,test,0.9849179729414843
26fb88b5dc3f442cf8cf3991d81161ccfacfbf2d5d18b2d8ea2eedd21251e940,project_record,1,115,105,220,True,115|105|220|True,test,0.9851093095698796
40648308e9bdef10fff755bb1ca4a288515cfdccf97f9aa1d96f5e45d25816df,oas_unknown_target_background,0,115,105,220,True,115|105|220|True,test,0.0423384212579564
