sequence_pair_hash,source_class,retrieval_label,source_file,split,project_retrieval_probability
c7ae1a5ec39e6bb6bad08a4c7d595a2d5b282e38cc83a4cc75ef76fe31acb68b,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.020603229734261725
55cdad4922307bb08710c9f9935fcc61a5b2391587000b9f5362ceafde6ec6b6,oas_unknown_background,0,SRR11528761_paired.csv.gz,test,0.02014707194189286
2d67b94bf60960f7fa0f734cd01b380d907b7c185edeb7dd79c25e4ec1aecd42,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.030453715054814322
b2004c2de6692f4fdf22b5ec3a714c55d78578cb09498bd88bee5e792d69500c,oas_unknown_background,0,SRR9179273_paired.csv.gz,test,0.07074045221883427
626d4b0ebbb50bae6e259bf43d0fc221bdc6e231be24355f89674f4bb344726e,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.027606633972410703
d1eaf6e53ea6003096545ae894262f097c772c866dd06475649c3920d24c0e93,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.012996703018533905
f809f46080a8a8212ac09ebb69ed40c485f4487a60de710ede9ea66f9ab3f984,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.026432401251821263
d5700e8df3255d1e873d3bb4186892878edfa6bf5aa05593228eac0d06caa5f2,project_record,1,neutral_prepared_sequences.csv,test,0.9438395662815718
8cb8d07cceef764fb5b9ede084cb5a048a2916d5937751f8584533887e1876eb,oas_unknown_background,0,SRR10358525_paired.csv.gz,test,0.7885885850590447
f31e0454feb6a69cf6475efe5a00803d1b4fc0522c8892187aa6d3c34ddc3224,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.014485890321470163
de07a6a2424794b600a595d77f8066f818df50d63ebc77b6b2a02604de88628b,oas_unknown_background,0,SRR9179273_paired.csv.gz,test,0.04536681117502004
4149f0b884ab6b1d8229642851dc47e356f797e87bc2d8c6dd7b9a1d6aa06fe6,oas_unknown_background,0,SRR9179273_paired.csv.gz,test,0.10255708136703326
1eb116dff277aa051875c4840ed809b96fb82d24f34df145de85e82b910e899f,project_record,1,neutral_prepared_sequences.csv,test,0.9639050839606251
b3f8b49d779f421a9e8ff6021319a0c0772e7ecfc533bfb1aa863e6266936a27,oas_unknown_background,0,SRR11528761_paired.csv.gz,test,0.029856326555517353
bd37cfe575bdbf86bbcb57328a236113af50da8006fd8dbefbb1b1e6831e70fa,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.015065705463227384
6f8375842218dc1f7d98d699a3376561e491b3bbfcaa45193548a3195e345ecf,project_record,1,neutral_prepared_sequences.csv,test,0.9693473547791753
6c59b18d4c739dda9e371ded8309298f090f2fa0af98e4faf7715c8197f70e67,project_record,1,neutral_prepared_sequences.csv,test,0.9767211604508995
8f4240f5133b5abf0c0644617a0c239bd87b3b26a16e3680f76766b667f2f4ff,project_record,1,neutral_prepared_sequences.csv,test,0.9850247737947548
eda6454c31bb8bbe72806ad4c1df818916a2414bbe0e80906989df2402f33c0d,project_record,1,neutral_prepared_sequences.csv,test,0.9787075357282357
d532067862351cd5d576f5763f4c0ca094e276b88df331dcaa3564511ca9740b,project_record,1,neutral_prepared_sequences.csv,test,0.8218738926435823
326620b065f57a8701baa7c0ca810cc5fb3f6299be3beb6ffec9e7ca0f0425ff,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.011844400364439567
643a1712e42dc889ed986597d2154d55a1b6c858dc9752e3271b0f29ebcd9223,project_record,1,neutral_prepared_sequences.csv,test,0.9155279969974135
81870c1fd19f646eff7e460a46a0455a05fa4e5f5612c29abe7a993c8318afc5,project_record,1,neutral_prepared_sequences.csv,test,0.9896805240930682
7c921102799e914aa2e49bfd79dceee51bba2c5ef192191b6a4691e4cbc1180a,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.012238557026499182
8f0270a27ca9aabb8a24f965cd0e51d5601e0386b33dbc3c557ed3ab74f10ffd,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.026878622678647063
62566c6b51c18c1ea17968107c71142d74c5ba5c7ca455b0c64b10bb36dadf92,project_record,1,neutral_prepared_sequences.csv,test,0.96060757693418
c49a0a1af39bbf9033437151e4aa351ccd4fbc511d0da665c242d9be90b3793c,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.03161306953602016
e755cc9d7804e31e7b4eb890b711a8c3bddd71456fbf1d71a13dffa8fc151e49,oas_unknown_background,0,SRR10358525_paired.csv.gz,test,0.8439114770548575
663b38835178fac9655e61549f71d2b7b9af5ac8a34057175eeafddaff0f74c1,project_record,1,neutral_prepared_sequences.csv,test,0.8907075479747458
41b97686dbd137f3d7a41716f10c1ca2d9aa33708403ce7d562f89d1b1bdceb5,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.0183934890418397
f1ab0697858b7aeab234a0c05ff9c8853a416c16574d5c1ce5e57abe684cae7b,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.028219360664296107
3f709ecb8a2659164748a25ee18e3b8c20354f68318cd9a1c84459dc29749f35,project_record,1,neutral_prepared_sequences.csv,test,0.936926007689743
19d812f3abdf17b9cd1b1105edc6a600ba6fbe0e785fd53130757dac04e117c4,oas_unknown_background,0,SRR9179273_paired.csv.gz,test,0.0822291203867373
b2f68062ec26bbc6731adbba4bc2663f73092e6418e716d3377fe4621fe530a2,oas_unknown_background,0,SRR9179273_paired.csv.gz,test,0.05592260673195059
a7e0ac5e511dbadcf51f08899059dc2566011a7897dabcf8e42422fc6f072f1c,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.017588707114064617
5e54ecf24d00c084f1c424aa3f8c0d36d72c484211cbf5a49ec48304868c504c,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.010712240515489626
ef8c0c4c0cb3f9000d31b576952d7cbe8c90f4e4243e87c63fb60839942eda69,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.06998475277596301
4c849eae18f687c2a94452d1262b59a8d5e3286c6febb76ed04861b6bea1b4f0,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.027128459248202026
9c891817a4b937dd80bce7216296f4ef77f19c967684ac511fcd7aa82f4e2ed5,project_record,1,neutral_prepared_sequences.csv,test,0.9351824939309704
3c9d794969fe6db9688c2bf967ebffd39cd5c54cf035f536858ce1fc0a952c2d,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.018221088985022466
1c51a34cb0f8b0c115e82f8e1e3b17f38da58a23ce08b1152036058327bad798,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.02511717599038859
23b8797d8b6fce6e45e0dbd7bd16f6f2291c7a6db0e7b5fcd3efde223ac13302,project_record,1,neutral_prepared_sequences.csv,test,0.9598713577430621
e8c2e6e1001de82d43f6102826f8473810887118f4b0f9b7898203cdf5eaa335,project_record,1,neutral_prepared_sequences.csv,test,0.9816692211083761
7c661e21a6ae4c692b18e739c1301b76c70bb5a84226c88ff2066bb5d78f985e,project_record,1,neutral_prepared_sequences.csv,test,0.8504753781710636
5e03673adf326d0d2ebf275f7e29d3d1e6d6ce8ddad73d3303ad774a39ecd22c,project_record,1,neutral_prepared_sequences.csv,test,0.9690826055048036
2528d0e49fa4de2ba26dbd9c952a274d9baada2162cfd2b2afd119c3f6678809,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.026315300953711537
c86b44e9b2286891ad58dedb86283f548cc29c2aa21f0cdc69501ee93cb9f27d,project_record,1,neutral_prepared_sequences.csv,test,0.9677105367972401
b1cd59d78e30f7eeba45c0d7b3c665d0f66ff44e7335aa56a11e02345ef2e1c9,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.07515388833705011
d66ef99083d19a522a57b0e1df007808ca29dad448a34fa05164f67701befc9b,project_record,1,neutral_prepared_sequences.csv,test,0.9747009968820103
1666879ed50b5f2d666c0340f36062856ff1dd927b31a0c57eacabe2cfe0d6b9,project_record,1,neutral_prepared_sequences.csv,test,0.7287563865321416
edd144fa769729d31bbe37ec93dd9eaa0d6ff7a712f6be3f320fa87695f61e52,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.014169437480117331
ffe861104d9312948786ee49b247f42fd835d6c5fb4bef42e3e7c099a554d231,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.022820895318334564
66dbd21ea3075ee2c63edffdef86568c7ecb53826807fca336d0b5c60c8e8d46,project_record,1,neutral_prepared_sequences.csv,test,0.9695054806393271
a879cc71306530c1280c01b596c0bab2567676a5b554a78cc137de26f150bbac,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.022740249517584497
9aa76beded4933d8f0d4f1a42f7a669c9c3ad4384b6eb4a7ed85c79f119f7eb4,oas_unknown_background,0,SRR11528761_paired.csv.gz,test,0.06949442481133836
71a8cadf6e118402f721268677c181e675890a962a6d0752d01d5d17719c2101,project_record,1,neutral_prepared_sequences.csv,test,0.18247493070433082
a85a691082bd1b902f8abebd2cfd439519ee928f74c44d6a958ca0b441c44445,project_record,1,neutral_prepared_sequences.csv,test,0.9877194689381064
e265a86c25f63c38c4b6130215b226d8470a2bd4ca6600140766576233d5780d,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.014923409171012777
3b93e045eedc1161b18b5b1b8cde4b691a9276a62c9bb862dee8bdca7621bd8c,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.007913119125986339
378dbeb799c5c0066abdf30e698eab7c984d5facfedfee2b9eb36a88a132949c,oas_unknown_background,0,SRR11528761_paired.csv.gz,test,0.18949348211011588
4f0909945eb71fef6b6f94e825c9240fa0edc5275a71516d682cc8d06849a548,project_record,1,neutral_prepared_sequences.csv,test,0.9677091988488001
fa155aa1007b76b03af78c70009607a9425b7bdaab214ede6a35dd107ee03e01,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.023286080511187014
a61c4273f28b7d64b86f8035a56304eb49347b94a522dfad7e159c4e1be6a178,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.04259797681091706
36009f5e76f093a191e02fcb2bf76f8a04c395ee9d41dee0fc5e8c2986477a1d,project_record,1,neutral_prepared_sequences.csv,test,0.9600764567263309
79ab10d2b88d078076e876c66f425274c9163e3167a3d96297bbdb547a6d46c7,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.013977867318841793
f9eb5100ae87b589e3fcc3987134d47b6658781946384501afdb0a03a0d58166,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.006161871994281138
15340054e7b8c451bdd800d344a0c5bf43c7bd89c6e282dabbc5aad5ce4fb275,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.00872516078143162
45c6daec179bdb32c47ae3204981ac9f8713720186cee7c83c3dd406824fe058,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.01977835592756863
47f725a06fa7b4079c6d6ac29d5da9007a77016c9d2d546aa5d14a08e63d3784,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.010117109351576295
c2b7896e7020d5b6155be4c9a6bef09e7fc0c78c0b73395340d896fc7f41130a,project_record,1,neutral_prepared_sequences.csv,test,0.9818102636812572
d96f117e5aa5418059afc2b7f2431fdfdcf966560e384adc88c2f53a21090181,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.006324611479536739
5fe09f782ebbf4038abc81f57fdf0b9dff81695210d4d600635aafc92670e90a,project_record,1,neutral_prepared_sequences.csv,test,0.9465666086614531
0d47b962a009c51e69fa5bc9885190973fee8aaa12577bf21b00a2c1d8bdafee,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.008996538529864649
5d63ed2464c0d341c8f24e0821359603185f5b88df1226ac2d613497911e4717,oas_unknown_background,0,SRR9179273_paired.csv.gz,test,0.00936182956178599
5311ac9faf604375f91f1f37cb06de87b7955b7ae323fd5ed72a8e43bad7fd8a,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.039584840600983245
0e8a09e27a5b6d3b562136ed46842a6f71773d722933fca41ac724537fedc88b,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.01023820925696728
198e732a31b24452ff0c66bd3af12c2c0a384f17293e421abc45ac840ed4acda,project_record,1,neutral_prepared_sequences.csv,test,0.9650010172116052
6abbf8218c27e0827d2644abe753e244800f7ea83acd4fd174530c0d8ff1af4e,project_record,1,neutral_prepared_sequences.csv,test,0.9843217620905319
22396b4f34c5fcc56bd35fbe51951657f666ff2c71581433fd7a0a97326eb298,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.01162180373005489
47a99aa0c609fb40ebe4dc04172412dfe081ebebac4e6a26831f8010497217d4,project_record,1,neutral_prepared_sequences.csv,test,0.9939378320973014
befc92be2d2af0833f87db16af4b13afb076d258380fa175bbc35af997adf22a,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.006579276210541073
ec171b5b4b04c717b4b09fd27238377fffeb546bdb089b876c20680619c7e93e,project_record,1,neutral_prepared_sequences.csv,test,0.9858765591250531
9627211876f1bf667e91afa2410c784712053941b0dc2f892b85ad33cc862bdf,project_record,1,neutral_prepared_sequences.csv,test,0.9712267845266294
fdae12d285b4e4a0f0cce8f3e9a597104327ff4578ee2c4dce40cb1cdab3f563,project_record,1,neutral_prepared_sequences.csv,test,0.9606590881583463
a908b026ab490ec266131f3c7b1dc7631ecf613f075401f43b847db70754015d,project_record,1,neutral_prepared_sequences.csv,test,0.9898438337338272
56d8f29a42976ad391e10162eb869c6dd3865360e970bcf893ef920ff6db9bc7,project_record,1,neutral_prepared_sequences.csv,test,0.9893108334607887
8cd50e6fd0a406379566fd89a84f7781724c6984ab89d3720eac13eafc589b87,project_record,1,neutral_prepared_sequences.csv,test,0.9091753549690875
165049f889ea9a4863b2e780ba7a890bf086d28703622144cdd192e3d0762a11,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.011404845431696387
e19583801f0baeb536430ce225ed4fd709c953ee45c16c401707945b2b43f22d,project_record,1,neutral_prepared_sequences.csv,test,0.9676511511159208
9781dd34a99ff91edce93b5786df77eef33732194c7efaec4fb6fc44e7923069,project_record,1,neutral_prepared_sequences.csv,test,0.8710146641571331
85e6aa8d75fa49cc645cbaede734f42051dee509f097d59eeb04488db6737b25,project_record,1,neutral_prepared_sequences.csv,test,0.9808919233915772
62890a17cfacec58252834f6f2414f6f4508046ac4eab876c98ffc3120efe9e2,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.02592610068489921
efb2aaf4f384d95e629ec227636b98e2a7bc2e38e94be537162bc8bd196de0e8,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.006269153556626038
72f9f7103926f2aa1b5283e0b425000896fafbedf33480310a684f60d07f776f,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.019196053136565274
2668b2560f5fef472aaac84d5c4ae48fe7a3fb22b52423667febd93b2bb1910c,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.011885339652675322
0b0bad7746970ed5ed7beedeb7a874885bc0ffaeef64b88be607a9c7d4a3b30a,project_record,1,neutral_prepared_sequences.csv,test,0.9601523893300038
482ac585c4dacabf1461c35d2baba5b5350eca7d7ec3e5194f3a1bf11a106df1,project_record,1,neutral_prepared_sequences.csv,test,0.9871503456514186
90c809e5acc780b6727a9c54fe2cc6351115e7279ca9604e94206720a7139041,project_record,1,neutral_prepared_sequences.csv,test,0.9853505993414544
e0e16e5475316acd4af3c43f5d0de02113733f489ea2c3434d35c53436b13617,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.01713782133721706
1db5288c21106545780d89cf12b00ad2b286693f842fb2a242ad06866d7cf9ea,project_record,1,neutral_prepared_sequences.csv,test,0.9793175869939051
2ba07948ead57f88c8e781ebdd8f93923e4df7c780bdcd9219aa4be7ab128f1e,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.006227146756832742
e1a67f3f3f236db172ea2ae9ec771f96564f34ca19be3311a403c5c714c2999a,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.01401511087720594
45cc2524289f89627d0e30ac4578c9a5fb04b138e0930f9dffc28c71a3feac54,project_record,1,neutral_prepared_sequences.csv,test,0.8997859785162629
527eceb445c0e19032a4fbe84533180a68caa4b545d58fcf3ac8c9b1d01b53f0,project_record,1,neutral_prepared_sequences.csv,test,0.9452055615694132
2c464ecc4f5f8ffbb56464b8a1972d5c5eba648da833106b5cb716605f8a622d,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.006755192424415205
9098611caa8dd560cd6a6bafcc5199b37ef4bc6f0e206f84798e3dc2e46fa21a,project_record,1,neutral_prepared_sequences.csv,test,0.980108394906252
8ac7e89b97e4268d07f59fc6f6cdf029ae1771a80ae1083901996e00d8c130da,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.013438152715541642
69d73719738ac4cbf78dd81d08c73a5eb9b940646b9362b45153abe2b3c5f348,project_record,1,neutral_prepared_sequences.csv,test,0.9760822129918262
cb37c59e32968a9495c6a719141307fa8286ed5f3118428f384756e1609f7995,project_record,1,neutral_prepared_sequences.csv,test,0.9273724848051217
7e2f8ccf6fe562110d270ea998341280e6ad1e1791232d96eca88d238c566058,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.0429286824832811
ddb1fbc36e1f26224845eeb928fd40cbc898e62c25b0e8f0dda27d7e31c9ecf2,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.02007170683040688
d82480e6e3d787e6d0656a9b2fef1c77d46afc4fecc503f6951cbdbf080205ca,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.00820556322853945
7441fe229337be93f34acb5b8b8f61e9ac4ccd5f1ee1998469737151248ef4b4,project_record,1,neutral_prepared_sequences.csv,test,0.9429956494802466
eceeef3ea287625be65d61c852fd9a9f51c632922bc55fa410f18a168a3fac96,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.020396211500979738
d1136389f45071dc236db76381662384a6b5332d50a114ca913a7ff580aa7f8b,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.01578277863338819
448453794a6300b2371e0128fc86d3fade589b747253f587bd7db896d9f19ec1,project_record,1,neutral_prepared_sequences.csv,test,0.9780273593239236
41e8800167f82ec8b9f9aa4f4e977b90dbfacaa4a5d8b7b9d01d55e641cd33c8,project_record,1,neutral_prepared_sequences.csv,test,0.9773826643519046
1b04dc84528ca904da8fe606ea05b967dad20922ec8eb29fa4034a858aceb9e6,project_record,1,neutral_prepared_sequences.csv,test,0.9465400225620834
6792e0a40868a83eb64d8d77852c8ca1e182ffa8b0a950e499b367f7f2ef83d8,project_record,1,neutral_prepared_sequences.csv,test,0.988064365309763
78664d8a39d5bf5745a8b8ebad34958ee9a28cbf356d928081f3eda422186189,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.0073387414987739095
910fc22a356f2ab05f7397fde5b5e21c31d71bc93d0063833e38a9605c66365c,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.030176365011068643
89130750b95357232297ccaf26ce1834a21191428ab68910b424ad54a834d4b7,project_record,1,neutral_prepared_sequences.csv,test,0.940416155420868
10279a6998c71f9e968d3fb24c13a9a0953a9b741e096e57259d9314e07bb516,project_record,1,neutral_prepared_sequences.csv,test,0.9645155314889062
243832af0a89a7e9b0edec25722770372042511b6532973abb1f225c035e283b,project_record,1,neutral_prepared_sequences.csv,test,0.9900871085551951
b457e28a2e78b3c485d8afdf326e51fa8e75af0862acaab591d06a77f79ae8d2,project_record,1,neutral_prepared_sequences.csv,test,0.9554070032663747
6f4fc33d913e62e3b16dbec63dcadac61bae3db901efb53fbff4303606002bbd,project_record,1,neutral_prepared_sequences.csv,test,0.05477817296484452
f08cb91519e91f376b55aebab162b424b34034e25de0358caa1f29e6156947ac,project_record,1,neutral_prepared_sequences.csv,test,0.8557870822070052
9270ef5499ee1725d23ec5f8e0bebc6b10e294e3b56ea4f40d0e22650d8fd92d,project_record,1,neutral_prepared_sequences.csv,test,0.8815051512775385
8c9a87d33e9312793caf36f6bbd157bf5c52efdb9c21ae67c2e2cc6619bce45d,oas_unknown_background,0,SRR11528761_paired.csv.gz,test,0.038001087224915936
0352e20d430f3616991bfc5a5b80d0913e3666d1717f3e4f91932989b0aecfff,project_record,1,neutral_prepared_sequences.csv,test,0.9863525873037672
88ae406a516f05072eb1633f2c874a9cd80986450d132aee5d092f6ca2842df9,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.026726169585692315
e20aec39d7e879f955f777a1b4d8f58b8ca02d0ccc77fdc6c039774b74c2d17b,project_record,1,neutral_prepared_sequences.csv,test,0.9165352396237151
3861738acaf90cd3a08c196ac64e849506c3c74e153adfad9276dc2dac2e25cc,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.007472561547392724
bdb7295ffc7087062d8af6882fd9bb3cb0aac9638251d2e2d1ff5fbc823eb4d7,project_record,1,neutral_prepared_sequences.csv,test,0.9938341432809985
d13882d838c119944aa49557329c9345f1ad9c25c1b702a8668fbd7f66bcfc46,project_record,1,neutral_prepared_sequences.csv,test,0.9582930694630372
97ba0438eac8e11fe3dc2bc4265327691330ee36ed9b1312b1209e6b8594b2a9,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.010167399162637088
6a45267c5f30952eda59a6f0c6fb87bf5f704f87883f99cdd9ae5cd3774cd24b,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.013353649668790973
27ac0ba790ddc50212837ee94c60ffdcfa37a4d15c23941dfb1e15a9798874ab,project_record,1,neutral_prepared_sequences.csv,test,0.8714404734275621
15d38db6ff3924442894e4e087ef8b92126c96c96623d7b732f00250bef4f99e,project_record,1,neutral_prepared_sequences.csv,test,0.9711580521504924
44a2770eb3b602f621f19dba269fc39d5743413e1e28be210e3b0c9221b0820b,project_record,1,neutral_prepared_sequences.csv,test,0.9713790516495069
c98ebd5e7bd07e2a3f0fc58de6cf6be822f9f1f7a2ceaa82d9abc5bdb6f22f19,oas_unknown_background,0,SRR9179274_paired.csv.gz,test,0.02534794496605562
4b8085abcea60124ade2c873920236357985fddcccb8ac3a6cb1703ac918150e,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.010995421305685609
431d0c090af19fcb307913cc41929263a74af2c68a1d701ce20444a4dd5743bf,project_record,1,neutral_prepared_sequences.csv,test,0.8785026475819611
635080de40577e40d9bd1a801455c17880d20162f40115022f9bbc6920d6ead5,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.09694572799442766
014335ecb1ebaeb8a6744d2ff683acee91f3a0a0153e61db52d374b07216e4c6,project_record,1,neutral_prepared_sequences.csv,test,0.9651628124323411
f50ae51982ef56f40a87a9e79b26ed2deb5537635df872c899a2479a5691e8ae,project_record,1,neutral_prepared_sequences.csv,test,0.980083276554971
dfd26f0551667e2de9054c129f255710a51311a5fb05151a7056cdd668eab650,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.020687140695174407
4309eea29435849a32bda26987f7315bf8dfad3d68ded7fe08ffb596d255835e,project_record,1,neutral_prepared_sequences.csv,test,0.9735499272449929
4582b87dc4feaf31c689aafc8a06c22c73a4f12653c1cde1e2d79d0bb0794019,project_record,1,neutral_prepared_sequences.csv,test,0.9540864110219077
6fdffd8719ccebdaf2984bb4930ba005b580fe37e2807c842f337ecb9b4a63fd,oas_unknown_background,0,SRR9179276_paired.csv.gz,test,0.012532363757508975
15398bbc59ebfd05c50db822e266861e6dd8f8f5fcba2aaf3eee8f192ed2f5f5,project_record,1,neutral_prepared_sequences.csv,test,0.977982271983288
66667a40d7e9ac65ea823aa72226ae713f5e0e22380deb6e78ac400d97186463,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.018811157176648115
e1760206016879996be4755877ce70fe758051633e79fd4a40d4a5945f622a7b,project_record,1,neutral_prepared_sequences.csv,test,0.9303827387738409
72a1e9129e64811ee83547dc9c48a34143ac461a73ce66003ac375ef4e364552,oas_unknown_background,0,SRR9179277_paired.csv.gz,test,0.02392778804282379
fa69477342b572be466de50da9c31b134bbc94356bf35f92721516a69aae9c4f,oas_unknown_background,0,SRR10358525_paired.csv.gz,test,0.8234146410537035
55d43ecc52cdb672fd9c283c71f5fec59df16a12c139c32a4ae9c1424b4dd06c,project_record,1,neutral_prepared_sequences.csv,test,0.9908991782838004
b903eb08cc195f75ce6d512f844d41cc7cc12dce45c411400b87fb81f7d4fbe5,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.011012212627721289
b544af9762f665a476844a6f40889527638d31f50ea30b3ba7918fb14f165a1f,oas_unknown_background,0,SRR9179273_paired.csv.gz,test,0.03069616550380813
460caa5ca2a58472a9067065ca0cbd2449a0e27c4e40eb3979cf232d4b33bf75,project_record,1,neutral_prepared_sequences.csv,test,0.758179508084949
a92bad7efc7c3113c729bc7d6180a2b52a3b555672eccf59907022123102b409,project_record,1,neutral_prepared_sequences.csv,test,0.9682092752583157
35ffd9ac167c8bbfe64164bc30701d9d9739969ba4e01f7f13f4310042836fd0,project_record,1,neutral_prepared_sequences.csv,test,0.9744729709824138
3384177e12896861c26a930519df0b6d4628c5d4d660dee059af7245b64ee688,project_record,1,neutral_prepared_sequences.csv,test,0.9488999755170654
8ed5e692b02682077ac11eff652cc5c3d5c96598495f7bf09aac70e8558d4be6,project_record,1,neutral_prepared_sequences.csv,test,0.937946338264574
059d51f9f95f3f1a043f18058f4746ed5d7d0f70498d2b612e37b8c883be41a3,oas_unknown_background,0,SRR9179275_paired.csv.gz,test,0.022623820743335413
534849c9ab7541c085626c2d091c4886ea835617082a35907879555a20f5696e,project_record,1,neutral_prepared_sequences.csv,test,0.9803040505371261
